index,code,category,name,weight_g,kcal,carb_g,sugar_g,fat_g,protein_g,sodium_mg
277,09014002,09,감자조림,50,39.013,8.4025,0.7854,0.203,1.552,265.9155
278,09014003,09,우엉조림,30,68.49600000000001,15.505199999999999,7.61112,0.3285,1.0971000000000002,242.28060000000002
279,09014004,09,알감자조림,50,56.226,10.480500000000001,1.5667499999999999,1.2635,1.3835,241.73200000000003
280,09015001,09,(검은)콩조림,20,56.831999999999994,6.9838000000000005,2.9153400000000005,2.0858000000000003,3.8488,102.85300000000001
281,09015002,09,콩조림,20,59.221999999999994,7.754599999999999,2.9153400000000005,1.9389,3.5661,234.70099999999996
282,09015003,09,두부고추장조림,50,67.1415,4.025500000000001,1.8900000000000001,3.998,5.1370000000000005,199.2275
283,09016001,09,땅콩조림,20,80.41880000000002,6.5448,3.2709,5.114800000000001,2.9102,154.246
284,10011001,10,미꾸라지튀김,100,382.13,30.57,0,22.541,12.687,323.256
285,10011002,10,새우튀김,100,311.256,21.828,0,19.643,11.827,553.887
286,10011003,10,생선가스,200,646.21125,57.3754,0,37.09064999999999,24.501599999999996,817.2735
287,10011004,10,쥐포튀김,100,353.33,37.99,0,16.541,11.207,423.79925000000003
288,10011005,10,오징어튀김,100,308.426,26.016,0,16.496,13.459,361.571
289,10012001,10,닭강정,100,323.251,24.21,1.7421000000000002,15.563,18.335,413.137
290,10012002,10,닭튀김,300,909.8053999999998,45.9186,0,52.342099999999995,54.546099999999996,1150.1313
291,10012003,10,돈가스,200,620.6445000000001,36.556000000000004,0,39.11719999999999,27.777999999999995,557.0932999999999
292,10012004,10,모래집튀김,150,457.34499999999997,31.861199999999993,0,25.894399999999994,22.289399999999997,297.01
293,10012005,10,양념치킨,200,567.582,38.83999999999999,12.364,31.146,30.466,777.8560000000001
294,10012006,10,치즈돈가스,250,758.496,45.48479999999999,0,46.1472,36.0192,855.0455999999999
295,10012007,10,치킨가스,200,582.0079999999999,51.2753,0,28.644399999999997,31.032699999999995,748.7311
296,10012008,10,탕수육,200,454.4381999999999,56.488899999999994,1.8981,16.586999999999993,17.062,403.256
297,10012009,10,깐풍기,200,585.076,43.36200000000001,13.944,33.339999999999996,27.795999999999996,629.2719999999999
298,10014001,10,감자튀김,150,462.105,50.099999999999994,0,25.762500000000003,6.24,374.2185
299,10014002,10,고구마맛탕,200,490.92750000000007,90.1908,1.4307299999999998,13.5324,3.3033,213.3306
300,10014003,10,고구마튀김,100,241.566,34.1,0,10.796,3.205,150.639
301,10014004,10,고추튀김,100,198.346,12.74,0,13.625,6.482,260.651
302,10014005,10,김말이튀김,100,240.562,32.486,0,12.38,2.248,393.022
303,10014006,10,채소튀김,100,311.99,36.349,0,18.532,3.013,277.28
304,11011001,11,노각무침,150,81.354,16.433999999999997,5.086500000000001,2.0745,3.0854999999999997,822.0974999999999
305,11011002,11,단무지무침,50,19.188000000000002,3.2154999999999996,0.974,0.9105,0.4670000000000001,447.86199999999997
306,11011003,11,달래나물무침,150,132.687,25.255499999999998,13.536,3.3045000000000004,4.7715,852.993
307,11011004,11,더덕무침,150,220.89149999999998,48.4395,31.5435,2.7405,4.890000000000001,1203.5835000000002
308,11011005,11,도라지생채,150,165.225,38.590500000000006,2.997,1.71,4.146,789.078
309,11011006,11,도토리묵,100,43.046,9.87,1.399,0.346,0.398,116.473
310,11011007,11,마늘쫑무침,30,38.1177,9.3513,3.2781000000000002,0.2799,0.9843,423.4554
311,11011008,11,무생채,150,73.68,16.0035,4.4955,1.2795,2.634,832.188
312,11011009,11,무말랭이,30,39.889500000000005,9.632399999999999,1.0326,0.3426,1.3628999999999996,378.77639999999997
313,11011010,11,오이생채,50,23.3555,4.6255,1.5150000000000001,0.496,0.885,269.314
314,11011011,11,파무침,150,124.29599999999998,19.474500000000003,8.367,5.406,3.8175,693.834
315,11012001,11,상추겉절이,200,130.61999999999998,17.988,1.998,6.246,5.648000000000001,952.32
316,11012002,11,쑥갓나물무침,150,94.85699999999999,8.784,0,6.5055,5.485499999999999,700.1205
317,11012003,11,청포묵무침,250,157.60999999999999,19.675,13.7375,4.225,2.955,756.74
318,11012004,11,해파리냉채,150,87.285,13.827,7.4925,1.5450000000000004,6.631500000000001,490.12799999999993
319,11013001,11,가지나물,50,21.873,3.0310000000000006,0,1.2719999999999998,0.7320000000000001,159.1745
320,11013002,11,고사리나물,50,43.508,3.799,0,3.2625,1.9655,251.53
321,11013003,11,도라지나물,50,54.675,5.335,0,3.819,0.6695000000000001,256.66749999999996
322,11013004,11,무나물,50,34.575,3.042,0,2.563,0.5755,293.5195
323,11013005,11,미나리나물,50,28.3435,2.5595000000000003,0,2.138,0.9899999999999999,165.524
324,11013006,11,숙주나물,50,19.509,1.559,0,1.347,1.312,186.733
325,11013007,11,시금치나물,50,37.511,3.815,0,2.3685,2.069,217.2565
326,11013009,11,취나물,50,72.944,3.4555,0,6.714499999999999,1.5965,288.6495
327,11013010,11,콩나물,50,24.129,1.1449999999999998,0,1.9789999999999999,1.6395,203.4965
328,11013011,11,고구마줄기나물,50,30.439,2.9685,0,2.2385,0.6285000000000001,255.7095
329,11013012,11,우거지나물무침,150,126.114,10.282500000000002,1.4985,8.661000000000001,5.076,774.5475
330,11014001,11,골뱅이무침,100,107.348,15.558,6.0600000000000005,2.298,7.905,515.92
331,11014002,11,김무침,30,81.0114,12.188099999999999,6.932099999999999,4.1247,4.7094,498.6338999999998
332,11014003,11,미역초무침,50,24.936,5.698500000000001,3.996,0.5399999999999999,1.0715000000000001,285.8
333,11014004,11,북어채무침,150,332.052,31.332,18.02458,5.802999999999998,37.365999999999985,1048.5300000000004
334,11014005,11,회무침,300,311.58720000000005,42.879200000000004,26.412000000000003,4.2562999999999995,27.177700000000005,1253.2525
335,11014006,11,쥐치채,20,53.387,10.177200000000001,6.6036,0.19800000000000004,2.7684,289.4502
336,11014007,11,파래무침,30,31.585499999999996,5.429100000000001,0.8990999999999999,0.6897,2.3396999999999997,252.04500000000002
337,11014008,11,홍어무침,200,193.13799999999998,24.898,9.434,2.274,21.640000000000004,817.424
338,11014009,11,골뱅이국수무침,230,256.41630000000004,39.6333,0,7.014600000000001,10.524600000000003,911.7441000000001
339,11014010,11,오징어무침,200,249.525,13.5522,0,4.1904,38.66760000000001,682.389
340,11015001,11,잡채,150,198.82349999999997,37.47449999999999,2.988,4.7010000000000005,2.5935,664.7505
341,11015002,11,탕평채,100,101.194,10.196,6.993,3.113,3.529,247.419
342,12011001,12,갓김치,50,27.635500000000004,5.211500000000001,0.4235,0.7015,1.9825,447.77400000000006
343,12011002,12,고들빼기,50,55.3875,11.994,0,0.5640000000000001,2.206,733.749
344,12011003,12,깍두기,50,17.988000000000003,3.9449999999999994,0.05,0.22699999999999998,0.9974999999999998,338.876
345,12011004,12,깻잎김치,150,124.49250000000002,23.2665,2.988,3.1605,6.096,1907.6415000000004
346,12011005,12,나박김치,100,14.746,2.255,0.01,0.42,0.63,509.472
347,12011006,12,동치미,400,57.69199999999999,14.26,0,0.64,2.696,2313.584
348,12011007,12,배추겉절이,50,21.239,4.484499999999999,0.996,0.503,0.9405000000000001,325.406
349,12011008,12,배추김치,50,18.4315,4.154999999999999,0.498,0.2975,1.145,309.5255
350,12011009,12,백김치,50,19.803500000000003,4.3755,0,0.2645,0.798,211.718
351,12011010,12,부추김치,50,32.9105,6.2875,3.486,0.5694999999999999,1.875,399.378
352,12011011,12,열무김치,50,16.285000000000004,3.1555,1.195,0.34850000000000003,1.3430000000000002,308.349
353,12011012,12,열무얼갈이김치,50,16.57,3.0254999999999996,0,0.40349999999999997,1.2690000000000001,344.2010000000001
354,12011013,12,오이소박이,50,16.6675,2.9565,1.195,0.532,0.9424999999999998,276.19350000000003
355,12011014,12,총각김치,50,17.564500000000002,3.436000000000001,0,0.369,1.03,347.17049999999995
356,12011015,12,파김치,50,28.005000000000003,5.4719999999999995,0.996,0.702,1.5545,395.8649999999999
357,13011001,13,간장게장,250,292.7025,13.884999999999998,0.17024999999999998,2.0875,32.665,3075.5325
358,13011002,13,마늘쫑장아찌,50,28.2695,6.1875,2.3475,0.13,1.045,778.6005
359,13011003,13,고추장아찌,30,22.356,4.1814,2.997,0.0882,0.8034000000000001,787.299
360,13011004,13,깻잎장아찌,30,33.6351,7.872299999999999,2.7816899999999998,0.3575999999999999,2.1138,568.7526000000001
361,13011005,13,마늘장아찌,30,16.0554,3.0663,0.29969999999999997,0.020399999999999998,0.7872,481.749
362,13011006,13,무장아찌,30,27.337200000000003,5.31465,3.2967000000000004,0.26070000000000004,0.5669400000000001,933.28224
363,13011007,13,양념게장,200,275.55400000000003,46.330000000000005,26.520000000000003,2.0580000000000003,20.41,1747.8440000000003
364,13011008,13,양파장아찌,50,19.715,3.5385,1.4985,0.05,0.577,423.605
365,13011009,13,오이지,50,11.44,2.392,0,0.312,1.144,925.9975000000001
366,13011010,13,무피클,50,17,4.192,1.992,0.052000000000000005,0.404,6.6
367,13011011,13,오이피클,50,54,14.642,1.992,0.152,0.304,333.6
368,13011012,13,단무지,30,3.9042000000000003,0.6640999999999999,0.2299,0.1632,0.11290000000000001,173.55040000000002
369,13012001,13,오징어젓갈,10,6.826,0.29359999999999997,0,0.09768,1.2384,179.109
370,13012002,13,명란젓,10,12,0.27,0,0.30000000000000004,2.0500000000000003,353.1
371,14011001,14,생연어,100,110.29,1.002,0,1.938,20.908,213.06
372,14011002,14,생선물회,800,575.0052000000001,81.4548,29.3748,14.128800000000002,36.7668,2986.2335999999996
373,14011004,14,광어회,100,116.2,9.34,5.46,1.36,17.2,754.4
374,14011005,14,훈제연어,100,169,9.34,5.46,6.16,19.279999999999998,1260.8
375,14012001,14,육회,150,236.55599999999998,15.946499999999999,7.0425,8.049,25.032000000000004,433.42350000000005
376,14012002,14,육사시미,150,203.54999999999998,6.959999999999999,4.095,6.074999999999999,29.279999999999998,888.03
377,15011001,15,가래떡,100,205.042,45.045,0,0.325,3.52,254.681
378,15011002,15,경단,100,303.79,67.042,0,0.538,6.584,186.364
379,15011003,15,꿀떡,100,225.916,50.356,9.5805,0.761,3.236,251.339
380,15011004,15,시루떡,100,223.62,49.029,5.994,0.275,5.5,278.948
381,15011005,15,메밀전병,100,166.141,24.821,0,5.496,5.792,340.662
382,15011006,15,찰떡,100,216.185,44.876,5.495,1.24,5.807,236.819
383,15011007,15,무지개떡,100,218.18,48.698,6.993,0.865,4.004,277.709
384,15011008,15,백설기,100,218.82,48.195,11.988,0.792,4.044,296.946
385,15011009,15,송편,100,234.899,46.821,1.5163000000000002,2.698,4.17,236.545
386,15011010,15,수수부꾸미,100,258.99,46.151,2.997,5.668,5.498,270.036
387,15011011,15,수수팥떡,100,212.73,45.17,0.999,0.678,5.98,236.379
388,15011012,15,쑥떡,100,238.06,54.64,9.99,0.45,4.531,256.148
389,15011013,15,약식,100,232.213,48.882,7.992,2.27,3.827,290.644
390,15011014,15,인절미,100,214.46,42.554,0,1.764,6.401,337.74
391,15011015,15,절편,100,197.812,44.074,4.995,0.35,3.06,266.77
392,15011016,15,증편,100,198.693,44.216,15.984,0.342,2.536,259.038
393,15011017,15,찹쌀떡,100,264.74,62.076,13.986,0.231,3.409,226.381
394,16011001,16,매작과,30,121.47749999999999,19.062900000000003,0,3.5702999999999996,2.5542,31.045799999999996
395,16011002,16,다식,30,105.16650000000001,20.8107,6.4557,1.7286,3.5462999999999996,3.8489999999999998
396,16011003,16,약과,30,113.84939999999999,22.183199999999996,2.1519,1.2387,2.574,16.4598
397,16011004,16,유과,30,129.06,24.136499999999998,1.12095,3.504,0.3609,7.0554
398,16011005,16,산자,30,121.69849999999997,24.70195,10.632824999999999,1.1966499999999998,0.9103499999999999,8.012550000000001
399,16011006,16,깨강정,30,150.29999999999998,13.62,0,9.87,4.5,24.3
